Entity,Code,Day,"Excess mortality P-scores, all ages"
Albania,ALB,2020-01-31,-10.65
Albania,ALB,2020-02-29,2.17
Albania,ALB,2020-03-31,0.62
Albania,ALB,2020-04-30,3.23
Albania,ALB,2020-05-31,6.15
Albania,ALB,2020-06-30,9.3
Albania,ALB,2020-07-31,22.73
Albania,ALB,2020-08-31,44.95
Albania,ALB,2020-09-30,29.39
Albania,ALB,2020-10-31,44.36
Albania,ALB,2020-11-30,118.46
Albania,ALB,2020-12-31,53.58
Andorra,AND,2020-01-31,3.03
Andorra,AND,2020-02-29,40.15
Andorra,AND,2020-03-31,29.87
Andorra,AND,2020-04-30,163.16
Andorra,AND,2020-05-31,80
Andorra,AND,2020-06-30,7.44
Andorra,AND,2020-07-31,12.4
Andorra,AND,2020-08-31,-19.49
Andorra,AND,2020-09-30,14.41
Andorra,AND,2020-10-31,97.67
Andorra,AND,2020-11-30,-22.76
Andorra,AND,2020-12-31,38.51
Armenia,ARM,2020-01-31,-5.89
Armenia,ARM,2020-02-29,2.26
Armenia,ARM,2020-03-31,-6.6
Armenia,ARM,2020-04-30,-2.9
Armenia,ARM,2020-05-31,-6.72
Armenia,ARM,2020-06-30,38.05
Armenia,ARM,2020-07-31,26.37
Armenia,ARM,2020-08-31,1.09
Armenia,ARM,2020-09-30,12.72
Armenia,ARM,2020-10-31,71.71
Armenia,ARM,2020-11-30,161.57
Armenia,ARM,2020-12-31,78.76
Armenia,ARM,2021-01-31,20.8
Armenia,ARM,2021-02-28,11.97
Australia,AUS,2020-01-05,1.39
Australia,AUS,2020-01-12,0.95
Australia,AUS,2020-01-19,2.26
Australia,AUS,2020-01-26,5.12
Australia,AUS,2020-02-02,3.32
Australia,AUS,2020-02-09,4.42
Australia,AUS,2020-02-16,6.18
Australia,AUS,2020-02-23,4.53
Australia,AUS,2020-03-01,4.92
Australia,AUS,2020-03-08,4.67
Australia,AUS,2020-03-15,4.62
Australia,AUS,2020-03-22,7.28
Australia,AUS,2020-03-29,12.13
Australia,AUS,2020-04-05,11.31
Australia,AUS,2020-04-12,6.36
Australia,AUS,2020-04-19,2.95
Australia,AUS,2020-04-26,5.75
Australia,AUS,2020-05-03,3.18
Australia,AUS,2020-05-10,2.64
Australia,AUS,2020-05-17,-0.76
Australia,AUS,2020-05-24,-0.69
Australia,AUS,2020-05-31,-1.66
Australia,AUS,2020-06-07,-5.23
Australia,AUS,2020-06-14,-3.66
Australia,AUS,2020-06-21,-7.5
Australia,AUS,2020-06-28,-6.39
Australia,AUS,2020-07-05,-6.71
Australia,AUS,2020-07-12,-5.7
Australia,AUS,2020-07-19,-10.72
Australia,AUS,2020-07-26,0.01
Australia,AUS,2020-08-02,-5.84
Australia,AUS,2020-08-09,-0.7
Australia,AUS,2020-08-16,-0.99
Australia,AUS,2020-08-23,-8
Australia,AUS,2020-08-30,-8.37
Australia,AUS,2020-09-06,-4.72
Australia,AUS,2020-09-13,-6.67
Australia,AUS,2020-09-20,-4.05
Australia,AUS,2020-09-27,-2.82
Australia,AUS,2020-10-04,-2.18
Australia,AUS,2020-10-11,-4.11
Australia,AUS,2020-10-18,-4.49
Australia,AUS,2020-10-25,-1.52
Australia,AUS,2020-11-01,2.06
Australia,AUS,2020-11-08,1.08
Australia,AUS,2020-11-15,4.83
Australia,AUS,2020-11-22,0.34
Australia,AUS,2020-11-29,0.46
Australia,AUS,2020-12-06,4.23
Australia,AUS,2020-12-13,3.08
Australia,AUS,2020-12-20,3.86
Australia,AUS,2020-12-27,2.16
Austria,AUT,2020-01-05,-10.78
Austria,AUT,2020-01-12,-8.35
Austria,AUT,2020-01-19,0.59
Austria,AUT,2020-01-26,1.83
Austria,AUT,2020-02-02,7.06
Austria,AUT,2020-02-09,-8.43
Austria,AUT,2020-02-16,-5.06
Austria,AUT,2020-02-23,-5.65
Austria,AUT,2020-03-01,-2.62
Austria,AUT,2020-03-08,-0.55
Austria,AUT,2020-03-15,0.39
Austria,AUT,2020-03-22,14.89
Austria,AUT,2020-03-29,7.24
Austria,AUT,2020-04-05,15.3
Austria,AUT,2020-04-12,15.96
Austria,AUT,2020-04-19,11.86
Austria,AUT,2020-04-26,8.01
Austria,AUT,2020-05-03,1.05
Austria,AUT,2020-05-10,5.6
Austria,AUT,2020-05-17,1.78
Austria,AUT,2020-05-24,4.18
Austria,AUT,2020-05-31,0.25
Austria,AUT,2020-06-07,5.49
Austria,AUT,2020-06-14,1.22
Austria,AUT,2020-06-21,0.38
Austria,AUT,2020-06-28,2.73
Austria,AUT,2020-07-05,8.77
Austria,AUT,2020-07-12,0.41
Austria,AUT,2020-07-19,-1.82
Austria,AUT,2020-07-26,-2.47
Austria,AUT,2020-08-02,1.48
Austria,AUT,2020-08-09,0.48
Austria,AUT,2020-08-16,10.02
Austria,AUT,2020-08-23,3.01
Austria,AUT,2020-08-30,5.13
Austria,AUT,2020-09-06,10.59
Austria,AUT,2020-09-13,10.05
Austria,AUT,2020-09-20,10.26
Austria,AUT,2020-09-27,4.1
Austria,AUT,2020-10-04,5.07
Austria,AUT,2020-10-11,6.91
Austria,AUT,2020-10-18,7.56
Austria,AUT,2020-10-25,17.96
Austria,AUT,2020-11-01,25.31
Austria,AUT,2020-11-08,32.9
Austria,AUT,2020-11-15,47.32
Austria,AUT,2020-11-22,56.96
Austria,AUT,2020-11-29,57.94
Austria,AUT,2020-12-06,59.08
Austria,AUT,2020-12-13,54.28
Austria,AUT,2020-12-20,36.91
Austria,AUT,2020-12-27,22.81
Austria,AUT,2021-01-03,15.49
Austria,AUT,2021-01-10,8.46
Austria,AUT,2021-01-17,5.49
Austria,AUT,2021-01-24,12.46
Austria,AUT,2021-01-31,11.62
Austria,AUT,2021-02-07,2.72
Austria,AUT,2021-02-14,-4.24
Austria,AUT,2021-02-21,-5.01
Austria,AUT,2021-02-28,-8.56
Austria,AUT,2021-03-07,-12.76
Austria,AUT,2021-03-14,-0.32
Austria,AUT,2021-03-21,-1.25
Austria,AUT,2021-03-28,3
Austria,AUT,2021-04-04,7.18
Austria,AUT,2021-04-11,4.83
Austria,AUT,2021-04-18,10.4
Azerbaijan,AZE,2020-01-31,-3.74
Azerbaijan,AZE,2020-02-29,-0.11
Azerbaijan,AZE,2020-03-31,22.47
Azerbaijan,AZE,2020-04-30,-9.94
Azerbaijan,AZE,2020-05-31,-10.62
Azerbaijan,AZE,2020-06-30,45.49
Azerbaijan,AZE,2020-07-31,30.52
Azerbaijan,AZE,2020-08-31,8.9
Azerbaijan,AZE,2020-09-30,6.53
Azerbaijan,AZE,2020-10-31,27.49
Azerbaijan,AZE,2020-11-30,80.54
Azerbaijan,AZE,2020-12-31,199.01
Belarus,BLR,2020-01-31,-6.3
Belarus,BLR,2020-02-29,-2.74
Belarus,BLR,2020-03-31,-0.83
Belarus,BLR,2020-04-30,6.33
Belarus,BLR,2020-05-31,16.4
Belarus,BLR,2020-06-30,39.56
Belgium,BEL,2020-01-05,-6.17
Belgium,BEL,2020-01-12,-1.09
Belgium,BEL,2020-01-19,-3.91
Belgium,BEL,2020-01-26,-8.56
Belgium,BEL,2020-02-02,-5.42
Belgium,BEL,2020-02-09,-12.39
Belgium,BEL,2020-02-16,-7.91
Belgium,BEL,2020-02-23,-6.79
Belgium,BEL,2020-03-01,-11.11
Belgium,BEL,2020-03-08,-9.41
Belgium,BEL,2020-03-15,-3.82
Belgium,BEL,2020-03-22,10.8
Belgium,BEL,2020-03-29,44.47
Belgium,BEL,2020-04-05,90.79
Belgium,BEL,2020-04-12,105.76
Belgium,BEL,2020-04-19,81.44
Belgium,BEL,2020-04-26,50.43
Belgium,BEL,2020-05-03,21.01
Belgium,BEL,2020-05-10,18.07
Belgium,BEL,2020-05-17,3.47
Belgium,BEL,2020-05-24,6.08
Belgium,BEL,2020-05-31,3.14
Belgium,BEL,2020-06-07,-3.51
Belgium,BEL,2020-06-14,2.39
Belgium,BEL,2020-06-21,-5.13
Belgium,BEL,2020-06-28,4.01
Belgium,BEL,2020-07-05,-12.27
Belgium,BEL,2020-07-12,-8.74
Belgium,BEL,2020-07-19,-2.25
Belgium,BEL,2020-07-26,-8.86
Belgium,BEL,2020-08-02,3.9
Belgium,BEL,2020-08-09,9.2
Belgium,BEL,2020-08-16,55.67
Belgium,BEL,2020-08-23,16.94
Belgium,BEL,2020-08-30,-1.26
Belgium,BEL,2020-09-06,3.03
Belgium,BEL,2020-09-13,-2.11
Belgium,BEL,2020-09-20,6.92
Belgium,BEL,2020-09-27,1.44
Belgium,BEL,2020-10-04,-1.88
Belgium,BEL,2020-10-11,2.72
Belgium,BEL,2020-10-18,7.83
Belgium,BEL,2020-10-25,32.14
Belgium,BEL,2020-11-01,66.13
Belgium,BEL,2020-11-08,84.59
Belgium,BEL,2020-11-15,68.49
Belgium,BEL,2020-11-22,51.56
Belgium,BEL,2020-11-29,37.96
Belgium,BEL,2020-12-06,25.1
Belgium,BEL,2020-12-13,25.48
Belgium,BEL,2020-12-20,21.96
Belgium,BEL,2020-12-27,17.03
Belgium,BEL,2021-01-03,9.53
Belgium,BEL,2021-01-10,3.25
Belgium,BEL,2021-01-17,-1.26
Belgium,BEL,2021-01-24,0.5
Belgium,BEL,2021-01-31,0.44
Belgium,BEL,2021-02-07,-9.44
Belgium,BEL,2021-02-14,-10.54
Belgium,BEL,2021-02-21,-8.46
Belgium,BEL,2021-02-28,-13.94
Belgium,BEL,2021-03-07,-21.21
Belgium,BEL,2021-03-14,-12.39
Belgium,BEL,2021-03-21,-10.77
Belgium,BEL,2021-03-28,-9.78
Belgium,BEL,2021-04-04,-1.2
Belgium,BEL,2021-04-11,1.29
Bolivia,BOL,2020-01-31,9.47
Bolivia,BOL,2020-02-29,12.17
Bolivia,BOL,2020-03-31,9.17
Bolivia,BOL,2020-04-30,-25.15
Bolivia,BOL,2020-05-31,0.96
Bolivia,BOL,2020-06-30,85.51
Bolivia,BOL,2020-07-31,256.27
Bolivia,BOL,2020-08-31,145.86
Bolivia,BOL,2020-09-30,26.68
Bolivia,BOL,2020-10-31,17.42
Bolivia,BOL,2020-11-30,14.66
Bolivia,BOL,2020-12-31,10.71
Bolivia,BOL,2021-01-31,111.8
Bolivia,BOL,2021-02-28,73.06
Brazil,BRA,2020-01-31,5.68
Brazil,BRA,2020-02-29,9.91
Brazil,BRA,2020-03-31,10.72
Brazil,BRA,2020-04-30,15.87
Brazil,BRA,2020-05-31,35.43
Brazil,BRA,2020-06-30,23.42
Brazil,BRA,2020-07-31,22.94
Brazil,BRA,2020-08-31,25.87
Brazil,BRA,2020-09-30,19.51
Brazil,BRA,2020-10-31,18.51
Brazil,BRA,2020-11-30,20.09
Brazil,BRA,2020-12-31,28.49
Brazil,BRA,2021-01-31,35.21
Brazil,BRA,2021-02-28,37.74
Brazil,BRA,2021-03-31,84.23
Brazil,BRA,2021-04-30,62.69
Bulgaria,BGR,2020-01-05,-18.32
Bulgaria,BGR,2020-01-12,-11.47
Bulgaria,BGR,2020-01-19,-13.59
Bulgaria,BGR,2020-01-26,-4.59
Bulgaria,BGR,2020-02-02,-0.89
Bulgaria,BGR,2020-02-09,1.56
Bulgaria,BGR,2020-02-16,0.67
Bulgaria,BGR,2020-02-23,-5.58
Bulgaria,BGR,2020-03-01,-4.27
Bulgaria,BGR,2020-03-08,-9.64
Bulgaria,BGR,2020-03-15,-5.85
Bulgaria,BGR,2020-03-22,-5.46
Bulgaria,BGR,2020-03-29,-2.88
Bulgaria,BGR,2020-04-05,-4.24
Bulgaria,BGR,2020-04-12,-2.15
Bulgaria,BGR,2020-04-19,-2.04
Bulgaria,BGR,2020-04-26,-3.51
Bulgaria,BGR,2020-05-03,-6.06
Bulgaria,BGR,2020-05-10,-5.74
Bulgaria,BGR,2020-05-17,5.91
Bulgaria,BGR,2020-05-24,-3.81
Bulgaria,BGR,2020-05-31,-7.92
Bulgaria,BGR,2020-06-07,0.14
Bulgaria,BGR,2020-06-14,0.8
Bulgaria,BGR,2020-06-21,-1.63
Bulgaria,BGR,2020-06-28,-2.75
Bulgaria,BGR,2020-07-05,12.6
Bulgaria,BGR,2020-07-12,5.27
Bulgaria,BGR,2020-07-19,-1.39
Bulgaria,BGR,2020-07-26,0.72
Bulgaria,BGR,2020-08-02,10.17
Bulgaria,BGR,2020-08-09,6.49
Bulgaria,BGR,2020-08-16,6.17
Bulgaria,BGR,2020-08-23,4.26
Bulgaria,BGR,2020-08-30,6.43
Bulgaria,BGR,2020-09-06,7.28
Bulgaria,BGR,2020-09-13,5.16
Bulgaria,BGR,2020-09-20,2.02
Bulgaria,BGR,2020-09-27,2.19
Bulgaria,BGR,2020-10-04,1.95
Bulgaria,BGR,2020-10-11,4.9
Bulgaria,BGR,2020-10-18,4.82
Bulgaria,BGR,2020-10-25,15.58
Bulgaria,BGR,2020-11-01,30.91
Bulgaria,BGR,2020-11-08,53.79
Bulgaria,BGR,2020-11-15,85.81
Bulgaria,BGR,2020-11-22,111.61
Bulgaria,BGR,2020-11-29,125.45
Bulgaria,BGR,2020-12-06,120.47
Bulgaria,BGR,2020-12-13,99.11
Bulgaria,BGR,2020-12-20,77.26
Bulgaria,BGR,2020-12-27,37.57
Bulgaria,BGR,2021-01-03,25.35
Bulgaria,BGR,2021-01-10,0.09
Bulgaria,BGR,2021-01-17,-4.37
Bulgaria,BGR,2021-01-24,-1.37
Bulgaria,BGR,2021-01-31,-3.2
Bulgaria,BGR,2021-02-07,-4.67
Bulgaria,BGR,2021-02-14,0.74
Bulgaria,BGR,2021-02-21,6.64
Bulgaria,BGR,2021-02-28,11.07
Bulgaria,BGR,2021-03-07,18.22
Bulgaria,BGR,2021-03-14,31.02
Bulgaria,BGR,2021-03-21,50.77
Bulgaria,BGR,2021-03-28,67.02
Bulgaria,BGR,2021-04-04,84.49
Bulgaria,BGR,2021-04-11,73.31
Bulgaria,BGR,2021-04-18,75.07
Canada,CAN,2020-01-05,1.7
Canada,CAN,2020-01-12,1.71
Canada,CAN,2020-01-19,1.28
Canada,CAN,2020-01-26,3.95
Canada,CAN,2020-02-02,0.76
Canada,CAN,2020-02-09,2.16
Canada,CAN,2020-02-16,-0.61
Canada,CAN,2020-02-23,-0.95
Canada,CAN,2020-03-01,2.08
Canada,CAN,2020-03-08,2.31
Canada,CAN,2020-03-15,2.35
Canada,CAN,2020-03-22,6.21
Canada,CAN,2020-03-29,8.25
Canada,CAN,2020-04-05,17.02
Canada,CAN,2020-04-12,22.37
Canada,CAN,2020-04-19,24.43
Canada,CAN,2020-04-26,31.55
Canada,CAN,2020-05-03,29.37
Canada,CAN,2020-05-10,23.81
Canada,CAN,2020-05-17,20.54
Canada,CAN,2020-05-24,16.56
Canada,CAN,2020-05-31,19
Canada,CAN,2020-06-07,11.99
Canada,CAN,2020-06-14,5.31
Canada,CAN,2020-06-21,8.19
Canada,CAN,2020-06-28,7.79
Canada,CAN,2020-07-05,4.59
Canada,CAN,2020-07-12,9.86
Canada,CAN,2020-07-19,8.91
Canada,CAN,2020-07-26,7.3
Canada,CAN,2020-08-02,8.35
Canada,CAN,2020-08-09,7.75
Canada,CAN,2020-08-16,11.02
Canada,CAN,2020-08-23,12.05
Canada,CAN,2020-08-30,6.68
Canada,CAN,2020-09-06,10.53
Canada,CAN,2020-09-13,7.76
Canada,CAN,2020-09-20,9.6
Canada,CAN,2020-09-27,12.81
Canada,CAN,2020-10-04,8.97
Canada,CAN,2020-10-11,9.97
Canada,CAN,2020-10-18,7.5
Canada,CAN,2020-10-25,8.3
Canada,CAN,2020-11-01,9.24
Canada,CAN,2020-11-08,17.49
Canada,CAN,2020-11-15,15.45
Canada,CAN,2020-11-22,15.69
Canada,CAN,2020-11-29,14.86
Canada,CAN,2020-12-06,15.2
Canada,CAN,2020-12-13,15.83
Canada,CAN,2020-12-20,11.6
Canada,CAN,2020-12-27,13.21
Canada,CAN,2021-01-03,11.99
Chile,CHL,2020-01-05,8.78
Chile,CHL,2020-01-12,10.97
Chile,CHL,2020-01-19,8.34
Chile,CHL,2020-01-26,2.39
Chile,CHL,2020-02-02,2.62
Chile,CHL,2020-02-09,8.17
Chile,CHL,2020-02-16,3.89
Chile,CHL,2020-02-23,0.72
Chile,CHL,2020-03-01,5.4
Chile,CHL,2020-03-08,5.1
Chile,CHL,2020-03-15,7.28
Chile,CHL,2020-03-22,10.83
Chile,CHL,2020-03-29,8.64
Chile,CHL,2020-04-05,9.93
Chile,CHL,2020-04-12,2.75
Chile,CHL,2020-04-19,9.12
Chile,CHL,2020-04-26,5.33
Chile,CHL,2020-05-03,5.04
Chile,CHL,2020-05-10,19.43
Chile,CHL,2020-05-17,19.47
Chile,CHL,2020-05-24,34.39
Chile,CHL,2020-05-31,53.43
Chile,CHL,2020-06-07,68.51
Chile,CHL,2020-06-14,64.65
Chile,CHL,2020-06-21,53.61
Chile,CHL,2020-06-28,43.94
Chile,CHL,2020-07-05,28.32
Chile,CHL,2020-07-12,25.45
Chile,CHL,2020-07-19,15.93
Chile,CHL,2020-07-26,13.68
Chile,CHL,2020-08-02,13.07
Chile,CHL,2020-08-09,10.4
Chile,CHL,2020-08-16,8.15
Chile,CHL,2020-08-23,16.58
Chile,CHL,2020-08-30,14.93
Chile,CHL,2020-09-06,8.07
Chile,CHL,2020-09-13,11.49
Chile,CHL,2020-09-20,8.31
Chile,CHL,2020-09-27,11.23
Chile,CHL,2020-10-04,12.95
Chile,CHL,2020-10-11,19.32
Chile,CHL,2020-10-18,16.37
Chile,CHL,2020-10-25,17.48
Chile,CHL,2020-11-01,16.71
Chile,CHL,2020-11-08,14.95
Chile,CHL,2020-11-15,11.61
Chile,CHL,2020-11-22,12.37
Chile,CHL,2020-11-29,16.15
Chile,CHL,2020-12-06,17.47
Chile,CHL,2020-12-13,15.65
Chile,CHL,2020-12-20,14.38
Chile,CHL,2020-12-27,26.25
Chile,CHL,2021-01-03,23.28
Chile,CHL,2021-01-10,26.02
Chile,CHL,2021-01-17,31.62
Chile,CHL,2021-01-24,42.22
Chile,CHL,2021-01-31,33.18
Chile,CHL,2021-02-07,36.89
Chile,CHL,2021-02-14,35.96
Chile,CHL,2021-02-21,35.78
Chile,CHL,2021-02-28,37.84
Chile,CHL,2021-03-07,48.42
Chile,CHL,2021-03-14,47.7
Chile,CHL,2021-03-21,41.44
Chile,CHL,2021-03-28,50.79
Chile,CHL,2021-04-04,51.99
Chile,CHL,2021-04-11,48.81
Chile,CHL,2021-04-18,40.27
Colombia,COL,2020-01-05,5.56
Colombia,COL,2020-01-12,9.07
Colombia,COL,2020-01-19,6.27
Colombia,COL,2020-01-26,6.48
Colombia,COL,2020-02-02,6.14
Colombia,COL,2020-02-09,10.26
Colombia,COL,2020-02-16,10.62
Colombia,COL,2020-02-23,10.92
Colombia,COL,2020-03-01,5.8
Colombia,COL,2020-03-08,5.22
Colombia,COL,2020-03-15,2.24
Colombia,COL,2020-03-22,4.57
Colombia,COL,2020-03-29,0.48
Colombia,COL,2020-04-05,-2.08
Colombia,COL,2020-04-12,0.05
Colombia,COL,2020-04-19,2.23
Colombia,COL,2020-04-26,1.27
Colombia,COL,2020-05-03,-1.81
Colombia,COL,2020-05-10,1.62
Colombia,COL,2020-05-17,1.11
Colombia,COL,2020-05-24,4.42
Colombia,COL,2020-05-31,5.06
Colombia,COL,2020-06-07,12.82
Colombia,COL,2020-06-14,17.61
Colombia,COL,2020-06-21,26.29
Colombia,COL,2020-06-28,32.99
Colombia,COL,2020-07-05,35.49
Colombia,COL,2020-07-12,47.44
Colombia,COL,2020-07-19,63.27
Colombia,COL,2020-07-26,77.13
Colombia,COL,2020-08-02,84.11
Colombia,COL,2020-08-09,76.65
Colombia,COL,2020-08-16,73.24
Colombia,COL,2020-08-23,64.39
Colombia,COL,2020-08-30,55.45
Colombia,COL,2020-09-06,50.52
Colombia,COL,2020-09-13,47.54
Colombia,COL,2020-09-20,42.19
Colombia,COL,2020-09-27,44.42
Colombia,COL,2020-10-04,39.02
Colombia,COL,2020-10-11,41.91
Colombia,COL,2020-10-18,42.69
Colombia,COL,2020-10-25,47.9
Colombia,COL,2020-11-01,38.97
Colombia,COL,2020-11-08,42.02
Colombia,COL,2020-11-15,38.82
Colombia,COL,2020-11-22,40.66
Colombia,COL,2020-11-29,39.5
Colombia,COL,2020-12-06,34.6
Colombia,COL,2020-12-13,43.76
Colombia,COL,2020-12-20,44.23
Colombia,COL,2020-12-27,49.79
Colombia,COL,2021-01-03,62.3
Colombia,COL,2021-01-10,64.66
Colombia,COL,2021-01-17,83.02
Colombia,COL,2021-01-24,83.17
Colombia,COL,2021-01-31,70.98
Colombia,COL,2021-02-07,60.59
Colombia,COL,2021-02-14,46.38
Colombia,COL,2021-02-21,38.01
Colombia,COL,2021-02-28,30.3
Colombia,COL,2021-03-07,28.72
Colombia,COL,2021-03-14,22.1
Colombia,COL,2021-03-21,26.29
Colombia,COL,2021-03-28,35.96
Colombia,COL,2021-04-04,46.84
Colombia,COL,2021-04-11,64.26
Costa Rica,CRI,2020-01-31,6.81
Costa Rica,CRI,2020-02-29,13.52
Costa Rica,CRI,2020-03-31,6.87
Costa Rica,CRI,2020-04-30,2.56
Costa Rica,CRI,2020-05-31,-2.35
Costa Rica,CRI,2020-06-30,-2.87
Costa Rica,CRI,2020-07-31,8.4
Costa Rica,CRI,2020-08-31,18.25
Costa Rica,CRI,2020-09-30,35.35
Costa Rica,CRI,2020-10-31,26.34
Costa Rica,CRI,2020-11-30,17.96
Costa Rica,CRI,2020-12-31,34.71
Croatia,HRV,2020-01-05,-16.21
Croatia,HRV,2020-01-12,-16
Croatia,HRV,2020-01-19,-19.01
Croatia,HRV,2020-01-26,-8.18
Croatia,HRV,2020-02-02,-8.45
Croatia,HRV,2020-02-09,-8.64
Croatia,HRV,2020-02-16,-4.32
Croatia,HRV,2020-02-23,-6.36
Croatia,HRV,2020-03-01,-8.43
Croatia,HRV,2020-03-08,-6.31
Croatia,HRV,2020-03-15,-0.92
Croatia,HRV,2020-03-22,3.01
Croatia,HRV,2020-03-29,8.04
Croatia,HRV,2020-04-05,-3.29
Croatia,HRV,2020-04-12,0.32
Croatia,HRV,2020-04-19,1.37
Croatia,HRV,2020-04-26,-14.45
Croatia,HRV,2020-05-03,-6.25
Croatia,HRV,2020-05-10,-7.51
Croatia,HRV,2020-05-17,-3.42
Croatia,HRV,2020-05-24,-4.46
Croatia,HRV,2020-05-31,-8.72
Croatia,HRV,2020-06-07,2.36
Croatia,HRV,2020-06-14,4.06
Croatia,HRV,2020-06-21,-3.54
Croatia,HRV,2020-06-28,1.58
Croatia,HRV,2020-07-05,1.83
Croatia,HRV,2020-07-12,-3.2
Croatia,HRV,2020-07-19,-7.24
Croatia,HRV,2020-07-26,-1.34
Croatia,HRV,2020-08-02,10.36
Croatia,HRV,2020-08-09,-0.38
Croatia,HRV,2020-08-16,-1.41
Croatia,HRV,2020-08-23,1.75
Croatia,HRV,2020-08-30,6.12
Croatia,HRV,2020-09-06,4.92
Croatia,HRV,2020-09-13,11.21
Croatia,HRV,2020-09-20,4.69
Croatia,HRV,2020-09-27,1.69
Croatia,HRV,2020-10-04,10.69
Croatia,HRV,2020-10-11,-0.39
Croatia,HRV,2020-10-18,16.2
Croatia,HRV,2020-10-25,18.7
Croatia,HRV,2020-11-01,20.27
Croatia,HRV,2020-11-08,31.82
Croatia,HRV,2020-11-15,38.74
Croatia,HRV,2020-11-22,55.3
Croatia,HRV,2020-11-29,52.24
Croatia,HRV,2020-12-06,68.94
Croatia,HRV,2020-12-13,68.01
Croatia,HRV,2020-12-20,70.39
Croatia,HRV,2020-12-27,52.07
Croatia,HRV,2021-01-03,37.05
Croatia,HRV,2021-01-10,10.45
Croatia,HRV,2021-01-17,7.44
Croatia,HRV,2021-01-24,3.73
Croatia,HRV,2021-01-31,0.41
Croatia,HRV,2021-02-07,-0.25
Croatia,HRV,2021-02-14,-1.31
Croatia,HRV,2021-02-21,-4.41
Croatia,HRV,2021-02-28,-7.17
Cyprus,CYP,2020-01-05,16.21
Cyprus,CYP,2020-01-12,10.64
Cyprus,CYP,2020-01-19,19.53
Cyprus,CYP,2020-01-26,7.68
Cyprus,CYP,2020-02-02,14.44
Cyprus,CYP,2020-02-09,-4.19
Cyprus,CYP,2020-02-16,-16.67
Cyprus,CYP,2020-02-23,11.96
Cyprus,CYP,2020-03-01,3.09
Cyprus,CYP,2020-03-08,-4.8
Cyprus,CYP,2020-03-15,5.35
Cyprus,CYP,2020-03-22,14.82
Cyprus,CYP,2020-03-29,21.24
Cyprus,CYP,2020-04-05,14.36
Cyprus,CYP,2020-04-12,-3.2
Cyprus,CYP,2020-04-19,8.58
Cyprus,CYP,2020-04-26,-0.68
Cyprus,CYP,2020-05-03,5.03
Cyprus,CYP,2020-05-10,8.74
Cyprus,CYP,2020-05-17,44.63
Cyprus,CYP,2020-05-24,71.32
Cyprus,CYP,2020-05-31,6.3
Cyprus,CYP,2020-06-07,32.7
Cyprus,CYP,2020-06-14,3.75
Cyprus,CYP,2020-06-21,-3.17
Cyprus,CYP,2020-06-28,4.54
Cyprus,CYP,2020-07-05,12.22
Cyprus,CYP,2020-07-12,-3.51
Cyprus,CYP,2020-07-19,7.29
Cyprus,CYP,2020-07-26,15.69
Cyprus,CYP,2020-08-02,10.89
Cyprus,CYP,2020-08-09,-16.82
Cyprus,CYP,2020-08-16,7.61
Cyprus,CYP,2020-08-23,8.35
Cyprus,CYP,2020-08-30,2.61
Cyprus,CYP,2020-09-06,-2.06
Cyprus,CYP,2020-09-13,17.87
Cyprus,CYP,2020-09-20,4.17
Cyprus,CYP,2020-09-27,3.27
Cyprus,CYP,2020-10-04,15.54
Cyprus,CYP,2020-10-11,5.21
Cyprus,CYP,2020-10-18,10.89
Cyprus,CYP,2020-10-25,20.12
Cyprus,CYP,2020-11-01,3.38
Cyprus,CYP,2020-11-08,12.77
Cyprus,CYP,2020-11-15,12.37
Cyprus,CYP,2020-11-22,6.18
Cyprus,CYP,2020-11-29,13.87
Cyprus,CYP,2020-12-06,18.1
Cyprus,CYP,2020-12-13,35.33
Cyprus,CYP,2020-12-20,16.97
Cyprus,CYP,2020-12-27,14.19
Cyprus,CYP,2021-01-03,37.85
Cyprus,CYP,2021-01-10,23.85
Cyprus,CYP,2021-01-17,-16.67
Cyprus,CYP,2021-01-24,-0.87
Cyprus,CYP,2021-01-31,7
Cyprus,CYP,2021-02-07,-0.54
Cyprus,CYP,2021-02-14,-25.76
Cyprus,CYP,2021-02-21,-3.62
Cyprus,CYP,2021-02-28,-7.98
Cyprus,CYP,2021-03-07,-16.05
Cyprus,CYP,2021-03-14,-12.8
Cyprus,CYP,2021-03-21,-7.62
Czechia,CZE,2020-01-05,-2.55
Czechia,CZE,2020-01-12,-0.75
Czechia,CZE,2020-01-19,-6.07
Czechia,CZE,2020-01-26,-2.06
Czechia,CZE,2020-02-02,-1.73
Czechia,CZE,2020-02-09,-4.52
Czechia,CZE,2020-02-16,-4.32
Czechia,CZE,2020-02-23,-6.04
Czechia,CZE,2020-03-01,-4.29
Czechia,CZE,2020-03-08,-4.85
Czechia,CZE,2020-03-15,-1.54
Czechia,CZE,2020-03-22,2.61
Czechia,CZE,2020-03-29,4.46
Czechia,CZE,2020-04-05,7.32
Czechia,CZE,2020-04-12,6.03
Czechia,CZE,2020-04-19,2.86
Czechia,CZE,2020-04-26,-3.52
Czechia,CZE,2020-05-03,4.02
Czechia,CZE,2020-05-10,-1.18
Czechia,CZE,2020-05-17,2.24
Czechia,CZE,2020-05-24,-3.4
Czechia,CZE,2020-05-31,-4.88
Czechia,CZE,2020-06-07,9.13
Czechia,CZE,2020-06-14,1.31
Czechia,CZE,2020-06-21,3.8
Czechia,CZE,2020-06-28,6.16
Czechia,CZE,2020-07-05,6.47
